productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date
P120,Product 120,202401,78.0,44.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-01-01
P120,Product 120,202402,24.0,54.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-02-01
P120,Product 120,202403,179.0,51.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-03-01
P120,Product 120,202404,134.0,45.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-04-01
P120,Product 120,202405,94.0,40.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-05-01
P120,Product 120,202406,40.0,54.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-06-01
P120,Product 120,202407,190.0,38.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-07-01
P120,Product 120,202408,144.0,46.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-08-01
P120,Product 120,202409,100.0,44.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-09-01
P120,Product 120,202410,39.0,61.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-10-01
P120,Product 120,202411,190.0,51.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-11-01
P120,Product 120,202412,138.0,52.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2024-12-01
P120,Product 120,202501,71.0,67.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-01-01
P120,Product 120,202502,2.0,69.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-02-01
P120,Product 120,202503,198.0,57.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-03-01
P120,Product 120,202504,148.0,50.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-04-01
P120,Product 120,202505,107.0,41.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-05-01
P120,Product 120,202506,57.0,50.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-06-01
P120,Product 120,202507,198.0,48.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-07-01
P120,Product 120,202508,149.0,49.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-08-01
P120,Product 120,202509,93.0,56.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-09-01
P120,Product 120,202510,43.0,50.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-10-01
P120,Product 120,202511,191.0,62.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-11-01
P120,Product 120,202512,140.0,51.0,0.86,22,2,0.7,37.32,491,623,537,18324.12,23250.36,20040.84,37.32,2025-12-01
P121,Product 121,202301,5.0,299.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-01-01
P121,Product 121,202302,305.0,37.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-02-01
P121,Product 121,202303,251.0,54.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-03-01
P121,Product 121,202304,165.0,86.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-04-01
P121,Product 121,202305,122.0,43.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-05-01
P121,Product 121,202306,93.0,29.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-06-01
P121,Product 121,202307,47.0,46.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-07-01
P121,Product 121,202308,176.0,148.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-08-01
P121,Product 121,202309,2.0,174.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-09-01
P121,Product 121,202310,808.0,55.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-10-01
P121,Product 121,202311,730.0,78.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-11-01
P121,Product 121,202312,452.0,278.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2023-12-01
P121,Product 121,202401,384.0,68.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-01-01
P121,Product 121,202402,315.0,69.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-02-01
P121,Product 121,202403,256.0,59.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-03-01
P121,Product 121,202404,225.0,31.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-04-01
P121,Product 121,202405,93.0,132.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-05-01
P121,Product 121,202406,23.0,70.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-06-01
P121,Product 121,202407,514.0,57.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-07-01
P121,Product 121,202408,472.0,42.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-08-01
P121,Product 121,202409,412.0,60.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-09-01
P121,Product 121,202410,343.0,69.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-10-01
P121,Product 121,202411,281.0,62.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-11-01
P121,Product 121,202412,190.0,91.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2024-12-01
P121,Product 121,202501,0.0,190.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-01-01
P121,Product 121,202502,731.0,74.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-02-01
P121,Product 121,202503,687.0,44.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-03-01
P121,Product 121,202504,640.0,47.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-04-01
P121,Product 121,202505,618.0,22.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-05-01
P121,Product 121,202506,567.0,51.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-06-01
P121,Product 121,202507,505.0,62.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-07-01
P121,Product 121,202508,214.0,291.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-08-01
P121,Product 121,202509,161.0,53.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-09-01
P121,Product 121,202510,110.0,51.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-10-01
P121,Product 121,202511,0.0,110.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-11-01
P121,Product 121,202512,929.0,77.0,1.51,13,3,1.5,74.96,1297,764,1069,97223.12,57269.44,80132.24,74.96,2025-12-01
P122,Product 122,202301,324.0,73.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-01-01
P122,Product 122,202302,285.0,39.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-02-01
P122,Product 122,202303,229.0,56.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-03-01
P122,Product 122,202304,161.0,68.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-04-01
P122,Product 122,202305,97.0,64.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-05-01
P122,Product 122,202306,39.0,58.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-06-01
P122,Product 122,202307,491.0,61.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-07-01
P122,Product 122,202308,432.0,59.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-08-01
P122,Product 122,202309,354.0,78.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-09-01
P122,Product 122,202310,289.0,65.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-10-01
P122,Product 122,202311,226.0,63.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-11-01
P122,Product 122,202312,189.0,37.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2023-12-01
P122,Product 122,202401,142.0,47.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-01-01
P122,Product 122,202402,92.0,50.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-02-01
P122,Product 122,202403,19.0,73.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-03-01
P122,Product 122,202404,396.0,82.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-04-01
P122,Product 122,202405,338.0,58.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-05-01
P122,Product 122,202406,277.0,61.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-06-01
P122,Product 122,202407,214.0,63.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-07-01
P122,Product 122,202408,151.0,63.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-08-01
P122,Product 122,202409,104.0,47.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-09-01
P122,Product 122,202410,38.0,66.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-10-01
P122,Product 122,202411,450.0,60.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-11-01
P122,Product 122,202412,382.0,68.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2024-12-01
P122,Product 122,202501,326.0,56.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-01-01
P122,Product 122,202502,275.0,51.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-02-01
P122,Product 122,202503,216.0,59.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-03-01
P122,Product 122,202504,170.0,46.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-04-01
P122,Product 122,202505,110.0,60.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-05-01
P122,Product 122,202506,50.0,60.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-06-01
P122,Product 122,202507,432.0,61.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-07-01
P122,Product 122,202508,366.0,66.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-08-01
P122,Product 122,202509,300.0,66.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-09-01
P122,Product 122,202510,248.0,52.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-10-01
P122,Product 122,202511,194.0,54.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-11-01
P122,Product 122,202512,121.0,73.0,1.31,20,3,1.2,80.9,739,673,654,59785.1,54445.7,52908.6,80.9,2025-12-01
P123,Product 123,202301,144.0,44.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-01-01
P123,Product 123,202302,107.0,37.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-02-01
P123,Product 123,202303,56.0,51.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-03-01
P123,Product 123,202304,185.0,48.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-04-01
P123,Product 123,202305,140.0,45.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-05-01
P123,Product 123,202306,95.0,45.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-06-01
P123,Product 123,202307,44.0,51.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-07-01
P123,Product 123,202308,191.0,43.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-08-01
P123,Product 123,202309,148.0,43.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-09-01
P123,Product 123,202310,98.0,50.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-10-01
P123,Product 123,202311,47.0,51.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-11-01
P123,Product 123,202312,189.0,52.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2023-12-01
P123,Product 123,202401,145.0,44.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-01-01
P123,Product 123,202402,98.0,47.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-02-01
P123,Product 123,202403,58.0,40.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-03-01
P123,Product 123,202404,181.0,54.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-04-01
P123,Product 123,202405,117.0,64.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-05-01
P123,Product 123,202406,65.0,52.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-06-01
P123,Product 123,202407,245.0,49.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-07-01
P123,Product 123,202408,176.0,69.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-08-01
P123,Product 123,202409,130.0,46.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-09-01
P123,Product 123,202410,70.0,60.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-10-01
P123,Product 123,202411,258.0,47.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-11-01
P123,Product 123,202412,181.0,77.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2024-12-01
P123,Product 123,202501,124.0,57.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-01-01
P123,Product 123,202502,68.0,56.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-02-01
P123,Product 123,202503,272.0,52.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-03-01
P123,Product 123,202504,218.0,54.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-04-01
P123,Product 123,202505,166.0,52.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-05-01
P123,Product 123,202506,114.0,52.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-06-01
P123,Product 123,202507,61.0,53.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-07-01
P123,Product 123,202508,222.0,51.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-08-01
P123,Product 123,202509,181.0,41.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-09-01
P123,Product 123,202510,111.0,70.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-10-01
P123,Product 123,202511,56.0,55.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-11-01
P123,Product 123,202512,214.0,65.0,0.44,11,2,1.6,21.35,540,509,559,11529.0,10867.15,11934.65,21.35,2025-12-01
P124,Product 124,202301,520.0,83.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-01-01
P124,Product 124,202302,452.0,68.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-02-01
P124,Product 124,202303,382.0,70.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-03-01
P124,Product 124,202304,315.0,67.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-04-01
P124,Product 124,202305,217.0,98.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-05-01
P124,Product 124,202306,105.0,112.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-06-01
P124,Product 124,202307,0.0,105.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-07-01
P124,Product 124,202308,787.0,91.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-08-01
P124,Product 124,202309,698.0,89.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-09-01
P124,Product 124,202310,620.0,78.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-10-01
P124,Product 124,202311,527.0,93.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-11-01
P124,Product 124,202312,457.0,70.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2023-12-01
P124,Product 124,202401,388.0,69.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-01-01
P124,Product 124,202402,304.0,84.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-02-01
P124,Product 124,202403,232.0,72.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-03-01
P124,Product 124,202404,130.0,102.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-04-01
P124,Product 124,202405,53.0,77.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-05-01
P124,Product 124,202406,645.0,81.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-06-01
P124,Product 124,202407,519.0,126.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-07-01
P124,Product 124,202408,385.0,134.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-08-01
P124,Product 124,202409,293.0,92.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-09-01
P124,Product 124,202410,202.0,91.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-10-01
P124,Product 124,202411,133.0,69.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-11-01
P124,Product 124,202412,64.0,69.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2024-12-01
P124,Product 124,202501,593.0,87.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-01-01
P124,Product 124,202502,525.0,68.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-02-01
P124,Product 124,202503,436.0,89.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-03-01
P124,Product 124,202504,357.0,79.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-04-01
P124,Product 124,202505,268.0,89.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-05-01
P124,Product 124,202506,145.0,123.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-06-01
P124,Product 124,202507,47.0,98.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-07-01
P124,Product 124,202508,779.0,100.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-08-01
P124,Product 124,202509,698.0,81.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-09-01
P124,Product 124,202510,575.0,123.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-10-01
P124,Product 124,202511,506.0,69.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-11-01
P124,Product 124,202512,421.0,85.0,0.48,23,2,1.5,37.74,765,1000,1307,28871.1,37740.0,49326.18,37.74,2025-12-01
P125,Product 125,202301,491.0,94.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-01-01
P125,Product 125,202302,384.0,107.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-02-01
P125,Product 125,202303,274.0,110.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-03-01
P125,Product 125,202304,166.0,108.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-04-01
P125,Product 125,202305,84.0,82.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-05-01
P125,Product 125,202306,693.0,95.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-06-01
P125,Product 125,202307,622.0,71.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-07-01
P125,Product 125,202308,538.0,84.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-08-01
P125,Product 125,202309,455.0,83.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-09-01
P125,Product 125,202310,362.0,93.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-10-01
P125,Product 125,202311,248.0,114.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-11-01
P125,Product 125,202312,107.0,141.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2023-12-01
P125,Product 125,202401,831.0,90.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-01-01
P125,Product 125,202402,749.0,82.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-02-01
P125,Product 125,202403,672.0,77.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-03-01
P125,Product 125,202404,585.0,87.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-04-01
P125,Product 125,202405,525.0,60.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-05-01
P125,Product 125,202406,452.0,73.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-06-01
P125,Product 125,202407,367.0,85.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-07-01
P125,Product 125,202408,253.0,114.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-08-01
P125,Product 125,202409,176.0,77.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-09-01
P125,Product 125,202410,48.0,128.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-10-01
P125,Product 125,202411,719.0,78.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-11-01
P125,Product 125,202412,591.0,128.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2024-12-01
P125,Product 125,202501,497.0,94.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-01-01
P125,Product 125,202502,373.0,124.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-02-01
P125,Product 125,202503,285.0,88.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-03-01
P125,Product 125,202504,182.0,103.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-04-01
P125,Product 125,202505,95.0,87.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-05-01
P125,Product 125,202506,662.0,86.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-06-01
P125,Product 125,202507,562.0,100.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-07-01
P125,Product 125,202508,467.0,95.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-08-01
P125,Product 125,202509,380.0,87.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-09-01
P125,Product 125,202510,280.0,100.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-10-01
P125,Product 125,202511,191.0,89.0,0.7,14,3,0.6,57.87,1210,901,1019,70022.7,52140.87,58969.53,57.87,2025-11-01
