productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P127,Product 127,202310,509.0,63.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2023-10-01,2023,2058.21,524.27,1479.0,477.0,123.0,446.0,3.10062893081761,369.0,410.0,14570.820000000002
P127,Product 127,202311,411.0,98.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2023-11-01,2023,3201.66,423.33,1479.0,477.0,123.0,313.0,3.10062893081761,369.0,410.0,10225.71
P127,Product 127,202312,332.0,79.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2023-12-01,2023,2580.93,341.96,1479.0,477.0,123.0,253.0,3.10062893081761,369.0,410.0,8265.51
P127,Product 127,202401,212.0,120.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-01-01,2024,3920.4,218.36,1377.0,448.0,115.0,92.0,3.0736607142857144,345.0,383.0,3005.6400000000003
P127,Product 127,202402,0.0,212.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-02-01,2024,6926.04,0.0,1377.0,448.0,115.0,-212.0,3.0736607142857144,345.0,383.0,-6926.04
P127,Product 127,202403,973.0,162.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-03-01,2024,5292.54,1002.19,1377.0,448.0,115.0,811.0,3.0736607142857144,345.0,383.0,26495.370000000003
P127,Product 127,202404,848.0,125.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-04-01,2024,4083.75,873.44,1377.0,448.0,115.0,723.0,3.0736607142857144,345.0,383.0,23620.41
P127,Product 127,202405,726.0,122.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-05-01,2024,3985.74,747.78,1377.0,448.0,115.0,604.0,3.0736607142857144,345.0,383.0,19732.68
P127,Product 127,202406,632.0,94.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-06-01,2024,3070.98,650.96,1377.0,448.0,115.0,538.0,3.0736607142857144,345.0,383.0,17576.46
P127,Product 127,202407,549.0,83.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-07-01,2024,2711.61,565.47,1377.0,448.0,115.0,466.0,3.0736607142857144,345.0,383.0,15224.22
P127,Product 127,202408,435.0,114.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-08-01,2024,3724.38,448.05,1377.0,448.0,115.0,321.0,3.0736607142857144,345.0,383.0,10487.07
P127,Product 127,202409,329.0,106.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-09-01,2024,3463.02,338.87,1377.0,448.0,115.0,223.0,3.0736607142857144,345.0,383.0,7285.410000000001
P127,Product 127,202410,329.0,0.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-10-01,2024,0.0,338.87,1377.0,448.0,115.0,329.0,3.0736607142857144,345.0,383.0,10748.43
P127,Product 127,202411,252.0,77.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-11-01,2024,2515.59,259.56,1377.0,448.0,115.0,175.0,3.0736607142857144,345.0,383.0,5717.25
P127,Product 127,202412,90.0,162.0,1.03,9,3,0.9,32.67,1209,1120,1921,39498.03,36590.4,62759.07,32.67,2024-12-01,2024,5292.54,92.7,1377.0,448.0,115.0,-72.0,3.0736607142857144,345.0,383.0,-2352.24
P128,Product 128,202301,466.0,114.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-01-01,2023,11119.56,820.16,1207.0,335.0,101.0,352.0,3.6029850746268655,101.0,72.0,34334.08
P128,Product 128,202302,390.0,76.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-02-01,2023,7413.04,686.4,1207.0,335.0,101.0,314.0,3.6029850746268655,101.0,72.0,30627.56
P128,Product 128,202303,289.0,101.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-03-01,2023,9851.54,508.64,1207.0,335.0,101.0,188.0,3.6029850746268655,101.0,72.0,18337.52
P128,Product 128,202304,181.0,108.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-04-01,2023,10534.32,318.56,1207.0,335.0,101.0,73.0,3.6029850746268655,101.0,72.0,7120.42
P128,Product 128,202305,85.0,96.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-05-01,2023,9363.84,149.6,1207.0,335.0,101.0,-11.0,3.6029850746268655,101.0,72.0,-1072.94
P128,Product 128,202306,685.0,116.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-06-01,2023,11314.64,1205.6,1207.0,335.0,101.0,569.0,3.6029850746268655,101.0,72.0,55500.26
P128,Product 128,202307,564.0,121.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-07-01,2023,11802.34,992.64,1207.0,335.0,101.0,443.0,3.6029850746268655,101.0,72.0,43210.22
P128,Product 128,202308,444.0,120.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-08-01,2023,11704.8,781.44,1207.0,335.0,101.0,324.0,3.6029850746268655,101.0,72.0,31602.960000000003
P128,Product 128,202309,353.0,91.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-09-01,2023,8876.14,621.28,1207.0,335.0,101.0,262.0,3.6029850746268655,101.0,72.0,25555.480000000003
P128,Product 128,202310,283.0,70.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-10-01,2023,6827.8,498.08,1207.0,335.0,101.0,213.0,3.6029850746268655,101.0,72.0,20776.02
P128,Product 128,202311,187.0,96.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-11-01,2023,9363.84,329.12,1207.0,335.0,101.0,91.0,3.6029850746268655,101.0,72.0,8876.140000000001
P128,Product 128,202312,89.0,98.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2023-12-01,2023,9558.92,156.64,1207.0,335.0,101.0,-9.0,3.6029850746268655,101.0,72.0,-877.86
P128,Product 128,202401,628.0,83.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-01-01,2024,8095.82,1105.28,1184.0,404.0,99.0,545.0,2.93069306930693,99.0,71.0,53159.3
P128,Product 128,202402,518.0,110.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-02-01,2024,10729.4,911.68,1184.0,404.0,99.0,408.0,2.93069306930693,99.0,71.0,39796.32
P128,Product 128,202403,433.0,85.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-03-01,2024,8290.9,762.08,1184.0,404.0,99.0,348.0,2.93069306930693,99.0,71.0,33943.920000000006
P128,Product 128,202404,329.0,104.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-04-01,2024,10144.16,579.04,1184.0,404.0,99.0,225.0,2.93069306930693,99.0,71.0,21946.5
P128,Product 128,202405,213.0,116.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-05-01,2024,11314.64,374.88,1184.0,404.0,99.0,97.0,2.93069306930693,99.0,71.0,9461.38
P128,Product 128,202406,124.0,89.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-06-01,2024,8681.06,218.24,1184.0,404.0,99.0,35.0,2.93069306930693,99.0,71.0,3413.9
P128,Product 128,202407,0.0,124.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-07-01,2024,12094.96,0.0,1184.0,404.0,99.0,-124.0,2.93069306930693,99.0,71.0,-12094.96
P128,Product 128,202408,717.0,76.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-08-01,2024,7413.04,1261.92,1184.0,404.0,99.0,641.0,2.93069306930693,99.0,71.0,62523.14000000001
P128,Product 128,202409,609.0,108.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-09-01,2024,10534.32,1071.84,1184.0,404.0,99.0,501.0,2.93069306930693,99.0,71.0,48867.54
P128,Product 128,202410,526.0,83.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-10-01,2024,8095.82,925.76,1184.0,404.0,99.0,443.0,2.93069306930693,99.0,71.0,43210.22
P128,Product 128,202411,431.0,95.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-11-01,2024,9266.3,758.56,1184.0,404.0,99.0,336.0,2.93069306930693,99.0,71.0,32773.44
P128,Product 128,202412,320.0,111.0,1.76,17,1,1.4,97.54,1227,1119,965,119681.58,109147.26,94126.1,97.54,2024-12-01,2024,10826.94,563.2,1184.0,404.0,99.0,209.0,2.93069306930693,99.0,71.0,20385.86
P129,Product 129,202301,308.0,80.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-01-01,2023,2024.8,98.56,1144.0,270.0,95.0,228.0,4.237037037037037,95.0,119.0,5770.679999999999
P129,Product 129,202302,232.0,76.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-02-01,2023,1923.56,74.24,1144.0,270.0,95.0,156.0,4.237037037037037,95.0,119.0,3948.36
P129,Product 129,202303,147.0,85.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-03-01,2023,2151.35,47.04,1144.0,270.0,95.0,62.0,4.237037037037037,95.0,119.0,1569.22
P129,Product 129,202304,40.0,107.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-04-01,2023,2708.17,12.8,1144.0,270.0,95.0,-67.0,4.237037037037037,95.0,119.0,-1695.77
P129,Product 129,202305,396.0,94.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-05-01,2023,2379.14,126.72,1144.0,270.0,95.0,302.0,4.237037037037037,95.0,119.0,7643.62
P129,Product 129,202306,284.0,112.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-06-01,2023,2834.72,90.88,1144.0,270.0,95.0,172.0,4.237037037037037,95.0,119.0,4353.32
P129,Product 129,202307,190.0,94.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-07-01,2023,2379.14,60.8,1144.0,270.0,95.0,96.0,4.237037037037037,95.0,119.0,2429.76
P129,Product 129,202308,60.0,130.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-08-01,2023,3290.3,19.2,1144.0,270.0,95.0,-70.0,4.237037037037037,95.0,119.0,-1771.6999999999998
P129,Product 129,202309,525.0,97.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-09-01,2023,2455.07,168.0,1144.0,270.0,95.0,428.0,4.237037037037037,95.0,119.0,10832.68
P129,Product 129,202310,447.0,78.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-10-01,2023,1974.18,143.04,1144.0,270.0,95.0,369.0,4.237037037037037,95.0,119.0,9339.39
P129,Product 129,202311,349.0,98.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-11-01,2023,2480.38,111.68,1144.0,270.0,95.0,251.0,4.237037037037037,95.0,119.0,6352.81
P129,Product 129,202312,256.0,93.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2023-12-01,2023,2353.83,81.92,1144.0,270.0,95.0,163.0,4.237037037037037,95.0,119.0,4125.53
P129,Product 129,202401,164.0,92.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-01-01,2024,2328.52,52.48,1319.0,232.0,110.0,72.0,5.685344827586207,110.0,138.0,1822.32
P129,Product 129,202402,68.0,96.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-02-01,2024,2429.76,21.76,1319.0,232.0,110.0,-28.0,5.685344827586207,110.0,138.0,-708.68
P129,Product 129,202403,464.0,75.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-03-01,2024,1898.25,148.48,1319.0,232.0,110.0,389.0,5.685344827586207,110.0,138.0,9845.59
P129,Product 129,202404,368.0,96.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-04-01,2024,2429.76,117.76,1319.0,232.0,110.0,272.0,5.685344827586207,110.0,138.0,6884.32
P129,Product 129,202405,269.0,99.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-05-01,2024,2505.69,86.08,1319.0,232.0,110.0,170.0,5.685344827586207,110.0,138.0,4302.7
P129,Product 129,202406,111.0,158.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-06-01,2024,3998.98,35.52,1319.0,232.0,110.0,-47.0,5.685344827586207,110.0,138.0,-1189.57
P129,Product 129,202407,0.0,111.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-07-01,2024,2809.41,0.0,1319.0,232.0,110.0,-111.0,5.685344827586207,110.0,138.0,-2809.41
P129,Product 129,202408,488.0,150.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-08-01,2024,3796.5,156.16,1319.0,232.0,110.0,338.0,5.685344827586207,110.0,138.0,8554.779999999999
P129,Product 129,202409,387.0,101.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-09-01,2024,2556.31,123.84,1319.0,232.0,110.0,286.0,5.685344827586207,110.0,138.0,7238.66
P129,Product 129,202410,278.0,109.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-10-01,2024,2758.79,88.96,1319.0,232.0,110.0,169.0,5.685344827586207,110.0,138.0,4277.389999999999
P129,Product 129,202411,147.0,131.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-11-01,2024,3315.61,47.04,1319.0,232.0,110.0,16.0,5.685344827586207,110.0,138.0,404.96
P129,Product 129,202412,46.0,101.0,0.32,22,1,0.8,25.31,1000,1061,1038,25310.0,26853.91,26271.78,25.31,2024-12-01,2024,2556.31,14.72,1319.0,232.0,110.0,-55.0,5.685344827586207,110.0,138.0,-1392.05
P130,Product 130,202301,79.0,31.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-01-01,2023,798.25,63.2,329.0,67.0,27.0,48.0,4.91044776119403,27.0,22.0,1236.0
P130,Product 130,202302,53.0,26.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-02-01,2023,669.5,42.4,329.0,67.0,27.0,27.0,4.91044776119403,27.0,22.0,695.25
P130,Product 130,202303,27.0,26.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-03-01,2023,669.5,21.6,329.0,67.0,27.0,1.0,4.91044776119403,27.0,22.0,25.75
P130,Product 130,202304,107.0,33.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-04-01,2023,849.75,85.6,329.0,67.0,27.0,74.0,4.91044776119403,27.0,22.0,1905.5
P130,Product 130,202305,72.0,35.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-05-01,2023,901.25,57.6,329.0,67.0,27.0,37.0,4.91044776119403,27.0,22.0,952.75
P130,Product 130,202306,45.0,27.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-06-01,2023,695.25,36.0,329.0,67.0,27.0,18.0,4.91044776119403,27.0,22.0,463.5
P130,Product 130,202307,31.0,14.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-07-01,2023,360.5,24.8,329.0,67.0,27.0,17.0,4.91044776119403,27.0,22.0,437.75
P130,Product 130,202308,110.0,24.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-08-01,2023,618.0,88.0,329.0,67.0,27.0,86.0,4.91044776119403,27.0,22.0,2214.5
P130,Product 130,202309,88.0,22.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-09-01,2023,566.5,70.4,329.0,67.0,27.0,66.0,4.91044776119403,27.0,22.0,1699.5
P130,Product 130,202310,51.0,37.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-10-01,2023,952.75,40.8,329.0,67.0,27.0,14.0,4.91044776119403,27.0,22.0,360.5
P130,Product 130,202311,22.0,29.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-11-01,2023,746.75,17.6,329.0,67.0,27.0,-7.0,4.91044776119403,27.0,22.0,-180.25
P130,Product 130,202312,117.0,25.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2023-12-01,2023,643.75,93.6,329.0,67.0,27.0,92.0,4.91044776119403,27.0,22.0,2369.0
P130,Product 130,202401,79.0,38.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-01-01,2024,978.5,63.2,351.0,61.0,29.0,41.0,5.754098360655738,29.0,24.0,1055.75
P130,Product 130,202402,55.0,24.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-02-01,2024,618.0,44.0,351.0,61.0,29.0,31.0,5.754098360655738,29.0,24.0,798.25
P130,Product 130,202403,24.0,31.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-03-01,2024,798.25,19.2,351.0,61.0,29.0,-7.0,5.754098360655738,29.0,24.0,-180.25
P130,Product 130,202404,124.0,26.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-04-01,2024,669.5,99.2,351.0,61.0,29.0,98.0,5.754098360655738,29.0,24.0,2523.5
P130,Product 130,202405,101.0,23.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-05-01,2024,592.25,80.8,351.0,61.0,29.0,78.0,5.754098360655738,29.0,24.0,2008.5
P130,Product 130,202406,75.0,26.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-06-01,2024,669.5,60.0,351.0,61.0,29.0,49.0,5.754098360655738,29.0,24.0,1261.75
P130,Product 130,202407,39.0,36.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-07-01,2024,927.0,31.2,351.0,61.0,29.0,3.0,5.754098360655738,29.0,24.0,77.25
P130,Product 130,202408,10.0,29.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-08-01,2024,746.75,8.0,351.0,61.0,29.0,-19.0,5.754098360655738,29.0,24.0,-489.25
P130,Product 130,202409,99.0,34.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-09-01,2024,875.5,79.2,351.0,61.0,29.0,65.0,5.754098360655738,29.0,24.0,1673.75
P130,Product 130,202410,71.0,28.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-10-01,2024,721.0,56.8,351.0,61.0,29.0,43.0,5.754098360655738,29.0,24.0,1107.25
P130,Product 130,202411,44.0,27.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-11-01,2024,695.25,35.2,351.0,61.0,29.0,17.0,5.754098360655738,29.0,24.0,437.75
P130,Product 130,202412,15.0,29.0,0.8,18,1,1.2,25.75,250,400,317,6437.5,10300.0,8162.75,25.75,2024-12-01,2024,746.75,12.0,351.0,61.0,29.0,-14.0,5.754098360655738,29.0,24.0,-360.5
P131,Product 131,202301,447.0,88.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-01-01,2023,3501.52,447.0,1152.0,324.0,96.0,359.0,3.555555555555556,192.0,120.0,14284.61
P131,Product 131,202302,366.0,81.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-02-01,2023,3222.99,366.0,1152.0,324.0,96.0,285.0,3.555555555555556,192.0,120.0,11340.15
P131,Product 131,202303,270.0,96.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-03-01,2023,3819.84,270.0,1152.0,324.0,96.0,174.0,3.555555555555556,192.0,120.0,6923.46
P131,Product 131,202304,172.0,98.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-04-01,2023,3899.42,172.0,1152.0,324.0,96.0,74.0,3.555555555555556,192.0,120.0,2944.46
P131,Product 131,202305,61.0,111.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-05-01,2023,4416.69,61.0,1152.0,324.0,96.0,-50.0,3.555555555555556,192.0,120.0,-1989.5
P131,Product 131,202306,687.0,87.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-06-01,2023,3461.73,687.0,1152.0,324.0,96.0,600.0,3.555555555555556,192.0,120.0,23874.0
P131,Product 131,202307,573.0,114.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-07-01,2023,4536.06,573.0,1152.0,324.0,96.0,459.0,3.555555555555556,192.0,120.0,18263.61
P131,Product 131,202308,437.0,136.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-08-01,2023,5411.44,437.0,1152.0,324.0,96.0,301.0,3.555555555555556,192.0,120.0,11976.79
P131,Product 131,202309,354.0,83.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-09-01,2023,3302.57,354.0,1152.0,324.0,96.0,271.0,3.555555555555556,192.0,120.0,10783.09
P131,Product 131,202310,255.0,99.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-10-01,2023,3939.21,255.0,1152.0,324.0,96.0,156.0,3.555555555555556,192.0,120.0,6207.24
P131,Product 131,202311,169.0,86.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-11-01,2023,3421.94,169.0,1152.0,324.0,96.0,83.0,3.555555555555556,192.0,120.0,3302.57
P131,Product 131,202312,96.0,73.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2023-12-01,2023,2904.67,96.0,1152.0,324.0,96.0,23.0,3.555555555555556,192.0,120.0,915.17
P131,Product 131,202401,18.0,78.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-01-01,2024,3103.62,18.0,1144.0,291.0,95.0,-60.0,3.93127147766323,190.0,119.0,-2387.4
P131,Product 131,202402,487.0,87.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-02-01,2024,3461.73,487.0,1144.0,291.0,95.0,400.0,3.93127147766323,190.0,119.0,15916.0
P131,Product 131,202403,410.0,77.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-03-01,2024,3063.83,410.0,1144.0,291.0,95.0,333.0,3.93127147766323,190.0,119.0,13250.07
P131,Product 131,202404,312.0,98.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-04-01,2024,3899.42,312.0,1144.0,291.0,95.0,214.0,3.93127147766323,190.0,119.0,8515.06
P131,Product 131,202405,213.0,99.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-05-01,2024,3939.21,213.0,1144.0,291.0,95.0,114.0,3.93127147766323,190.0,119.0,4536.06
P131,Product 131,202406,110.0,103.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-06-01,2024,4098.37,110.0,1144.0,291.0,95.0,7.0,3.93127147766323,190.0,119.0,278.53
P131,Product 131,202407,23.0,87.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-07-01,2024,3461.73,23.0,1144.0,291.0,95.0,-64.0,3.93127147766323,190.0,119.0,-2546.56
P131,Product 131,202408,592.0,111.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-08-01,2024,4416.69,592.0,1144.0,291.0,95.0,481.0,3.93127147766323,190.0,119.0,19138.99
P131,Product 131,202409,477.0,115.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-09-01,2024,4575.85,477.0,1144.0,291.0,95.0,362.0,3.93127147766323,190.0,119.0,14403.98
P131,Product 131,202410,379.0,98.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-10-01,2024,3899.42,379.0,1144.0,291.0,95.0,281.0,3.93127147766323,190.0,119.0,11180.99
P131,Product 131,202411,282.0,97.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-11-01,2024,3859.63,282.0,1144.0,291.0,95.0,185.0,3.93127147766323,190.0,119.0,7361.15
P131,Product 131,202412,188.0,94.0,1.0,10,2,1.6,39.79,1157,1189,1043,46037.03,47310.31,41500.97,39.79,2024-12-01,2024,3740.26,188.0,1144.0,291.0,95.0,94.0,3.93127147766323,190.0,119.0,3740.26
P132,Product 132,202301,141.0,236.0,0.91,21,3,1.1,26.88,1080,1216,1137,29030.4,32686.08,30562.56,26.88,2023-01-01,2023,6343.68,128.31,1080.0,266.0,90.0,-95.0,4.06015037593985,270.0,245.0,-2553.6
P132,Product 132,202302,64.0,77.0,0.91,21,3,1.1,26.88,1080,1216,1137,29030.4,32686.08,30562.56,26.88,2023-02-01,2023,2069.76,58.24,1080.0,266.0,90.0,-13.0,4.06015037593985,270.0,245.0,-349.44
P132,Product 132,202303,437.0,46.0,0.91,21,3,1.1,26.88,1080,1216,1137,29030.4,32686.08,30562.56,26.88,2023-03-01,2023,1236.48,397.67,1080.0,266.0,90.0,391.0,4.06015037593985,270.0,245.0,10510.08
P132,Product 132,202304,338.0,99.0,0.91,21,3,1.1,26.88,1080,1216,1137,29030.4,32686.08,30562.56,26.88,2023-04-01,2023,2661.12,307.58,1080.0,266.0,90.0,239.0,4.06015037593985,270.0,245.0,6424.32
