productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,year_month_numeric,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P158,Product 158,202504,114.0,99.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-04-01,2025,202504,9565.38,123.12,993.0,146.0,83.0,15.0,6.801369863013699,249.0,226.0,1449.3000000000002
P158,Product 158,202505,36.0,78.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-05-01,2025,202505,7536.36,38.88,1011.0,138.0,84.0,-42.0,7.326086956521739,252.0,229.0,-4058.04
P158,Product 158,202506,309.0,72.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-06-01,2025,202506,6956.64,333.72,1009.0,160.0,84.0,237.0,6.30625,252.0,229.0,22898.940000000002
P158,Product 158,202507,230.0,79.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-07-01,2025,202507,7632.98,248.4,977.0,159.0,81.0,151.0,6.144654088050315,243.0,221.0,14589.62
P158,Product 158,202508,158.0,72.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-08-01,2025,202508,6956.64,170.64,985.0,158.0,82.0,86.0,6.234177215189874,246.0,224.0,8309.32
P158,Product 158,202509,77.0,81.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-09-01,2025,202509,7826.22,83.16,998.0,155.0,83.0,-4.0,6.438709677419355,249.0,226.0,-386.48
P158,Product 158,202510,293.0,95.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-10-01,2025,202510,9178.9,316.44,1021.0,177.0,85.0,198.0,5.768361581920904,255.0,232.0,19130.760000000002
P158,Product 158,202511,208.0,85.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-11-01,2025,202511,8212.7,224.64,1009.0,176.0,84.0,123.0,5.732954545454546,252.0,229.0,11884.26
P158,Product 158,202512,121.0,87.0,1.08,19,3,1.1,96.62,853,1204,810,82416.86,116330.48,78262.2,96.62,2025-12-01,2025,202512,8405.94,130.68,1016.0,175.0,85.0,34.0,5.805714285714286,255.0,232.0,3285.08
P159,Product 159,202301,385.0,68.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-01-01,2023,202301,623.56,92.4,,,,317.0,,,,2906.89
P159,Product 159,202302,318.0,67.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-02-01,2023,202302,614.39,76.32,,,,251.0,,,,2301.67
P159,Product 159,202303,256.0,62.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-03-01,2023,202303,568.54,61.44,,,,194.0,,,,1778.98
P159,Product 159,202304,199.0,57.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-04-01,2023,202304,522.69,47.76,,,,142.0,,,,1302.14
P159,Product 159,202305,131.0,68.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-05-01,2023,202305,623.56,31.44,,,,63.0,,,,577.71
P159,Product 159,202306,65.0,66.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-06-01,2023,202306,605.22,15.6,,,,-1.0,,,,-9.17
P159,Product 159,202307,488.0,90.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-07-01,2023,202307,825.3,117.12,,,,398.0,,,,3649.66
P159,Product 159,202308,395.0,93.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-08-01,2023,202308,852.81,94.8,,,,302.0,,,,2769.34
P159,Product 159,202309,318.0,77.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-09-01,2023,202309,706.09,76.32,,,,241.0,,,,2209.97
P159,Product 159,202310,262.0,56.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-10-01,2023,202310,513.52,62.88,,,,206.0,,,,1889.02
P159,Product 159,202311,209.0,53.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-11-01,2023,202311,486.01,50.16,,,,156.0,,,,1430.52
P159,Product 159,202312,141.0,68.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2023-12-01,2023,202312,623.56,33.84,825.0,264.0,69.0,73.0,3.125,207.0,207.0,669.41
P159,Product 159,202401,89.0,52.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-01-01,2024,202401,476.84,21.36,809.0,239.0,67.0,37.0,3.3849372384937237,201.0,201.0,339.29
P159,Product 159,202402,6.0,83.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-02-01,2024,202402,761.11,1.44,825.0,213.0,69.0,-77.0,3.8732394366197185,207.0,207.0,-706.09
P159,Product 159,202403,490.0,59.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-03-01,2024,202403,541.03,117.6,822.0,233.0,68.0,431.0,3.5278969957081543,204.0,204.0,3952.27
P159,Product 159,202404,436.0,54.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-04-01,2024,202404,495.18,104.64,819.0,252.0,68.0,382.0,3.25,204.0,204.0,3502.94
P159,Product 159,202405,372.0,64.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-05-01,2024,202405,586.88,89.28,815.0,273.0,68.0,308.0,2.9853479853479854,204.0,204.0,2824.36
P159,Product 159,202406,289.0,83.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-06-01,2024,202406,761.11,69.36,832.0,291.0,69.0,206.0,2.859106529209622,207.0,207.0,1889.02
P159,Product 159,202407,201.0,88.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-07-01,2024,202407,806.96,48.24,830.0,267.0,69.0,113.0,3.108614232209738,207.0,207.0,1036.21
P159,Product 159,202408,113.0,88.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-08-01,2024,202408,806.96,27.12,825.0,244.0,69.0,25.0,3.3811475409836067,207.0,207.0,229.25
P159,Product 159,202409,50.0,63.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-09-01,2024,202409,577.71,12.0,811.0,222.0,68.0,-13.0,3.6531531531531534,204.0,204.0,-119.21
P159,Product 159,202410,624.0,67.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-10-01,2024,202410,614.39,149.76,822.0,252.0,68.0,557.0,3.261904761904762,204.0,204.0,5107.69
P159,Product 159,202411,546.0,78.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-11-01,2024,202411,715.26,131.04,847.0,280.0,71.0,468.0,3.025,213.0,213.0,4291.56
P159,Product 159,202412,466.0,80.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2024-12-01,2024,202412,733.6,111.84,859.0,307.0,72.0,386.0,2.798045602605863,216.0,216.0,3539.62
P159,Product 159,202501,386.0,80.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-01-01,2025,202501,733.6,92.64,887.0,332.0,74.0,306.0,2.6716867469879517,222.0,222.0,2806.02
P159,Product 159,202502,318.0,68.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-02-01,2025,202502,623.56,76.32,872.0,358.0,73.0,250.0,2.435754189944134,219.0,219.0,2292.5
P159,Product 159,202503,247.0,71.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-03-01,2025,202503,651.07,59.28,884.0,337.0,74.0,176.0,2.623145400593472,222.0,222.0,1613.92
P159,Product 159,202504,188.0,59.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-04-01,2025,202504,541.03,45.12,889.0,317.0,74.0,129.0,2.804416403785489,222.0,222.0,1182.93
P159,Product 159,202505,104.0,84.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-05-01,2025,202505,770.28,24.96,909.0,294.0,76.0,20.0,3.0918367346938775,228.0,228.0,183.4
P159,Product 159,202506,9.0,95.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-06-01,2025,202506,871.15,2.16,921.0,271.0,77.0,-86.0,3.3985239852398523,231.0,231.0,-788.62
P159,Product 159,202507,561.0,85.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-07-01,2025,202507,779.45,134.64,918.0,301.0,76.0,476.0,3.0498338870431896,228.0,228.0,4364.92
P159,Product 159,202508,469.0,92.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-08-01,2025,202508,843.64,112.56,922.0,331.0,77.0,377.0,2.785498489425982,231.0,231.0,3457.09
P159,Product 159,202509,384.0,85.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-09-01,2025,202509,779.45,92.16,944.0,358.0,79.0,299.0,2.636871508379888,237.0,237.0,2741.83
P159,Product 159,202510,311.0,73.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-10-01,2025,202510,669.41,74.64,950.0,332.0,79.0,238.0,2.86144578313253,237.0,237.0,2182.46
P159,Product 159,202511,247.0,64.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-11-01,2025,202511,586.88,59.28,936.0,308.0,78.0,183.0,3.038961038961039,234.0,234.0,1678.11
P159,Product 159,202512,182.0,65.0,0.24,16,3,1.0,9.17,592,654,885,5428.64,5997.18,8115.45,9.17,2025-12-01,2025,202512,596.05,43.68,921.0,284.0,77.0,117.0,3.242957746478873,231.0,231.0,1072.89
P160,Product 160,202301,466.0,78.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-01-01,2023,202301,2513.94,382.12,,,,388.0,,,,12505.239999999998
P160,Product 160,202302,376.0,90.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-02-01,2023,202302,2900.7,308.32,,,,286.0,,,,9217.779999999999
P160,Product 160,202303,311.0,65.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-03-01,2023,202303,2094.95,255.02,,,,246.0,,,,7928.579999999999
P160,Product 160,202304,240.0,71.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-04-01,2023,202304,2288.33,196.8,,,,169.0,,,,5446.87
P160,Product 160,202305,164.0,76.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-05-01,2023,202305,2449.48,134.48,,,,88.0,,,,2836.24
P160,Product 160,202306,90.0,74.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-06-01,2023,202306,2385.02,73.8,,,,16.0,,,,515.68
P160,Product 160,202307,611.0,73.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-07-01,2023,202307,2352.79,501.02,,,,538.0,,,,17339.739999999998
P160,Product 160,202308,539.0,72.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-08-01,2023,202308,2320.56,441.98,,,,467.0,,,,15051.409999999998
P160,Product 160,202309,450.0,89.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-09-01,2023,202309,2868.47,369.0,,,,361.0,,,,11635.029999999999
P160,Product 160,202310,368.0,82.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-10-01,2023,202310,2642.86,301.76,,,,286.0,,,,9217.779999999999
P160,Product 160,202311,280.0,88.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-11-01,2023,202311,2836.24,229.6,,,,192.0,,,,6188.16
P160,Product 160,202312,201.0,79.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2023-12-01,2023,202312,2546.17,164.82,937.0,341.0,78.0,122.0,2.7478005865102637,78.0,78.0,3932.0599999999995
P160,Product 160,202401,105.0,96.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-01-01,2024,202401,3094.08,86.1,955.0,311.0,80.0,9.0,3.0707395498392285,80.0,80.0,290.07
P160,Product 160,202402,23.0,82.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-02-01,2024,202402,2642.86,18.86,947.0,282.0,79.0,-59.0,3.358156028368794,79.0,79.0,-1901.5699999999997
P160,Product 160,202403,641.0,69.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-03-01,2024,202403,2223.87,525.62,951.0,309.0,79.0,572.0,3.0776699029126213,79.0,79.0,18435.559999999998
P160,Product 160,202404,577.0,64.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-04-01,2024,202404,2062.72,473.14,944.0,337.0,79.0,513.0,2.801186943620178,79.0,79.0,16533.989999999998
P160,Product 160,202405,512.0,65.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-05-01,2024,202405,2094.95,419.84,933.0,366.0,78.0,447.0,2.5491803278688523,78.0,78.0,14406.81
P160,Product 160,202406,437.0,75.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-06-01,2024,202406,2417.25,358.34,934.0,395.0,78.0,362.0,2.3645569620253166,78.0,78.0,11667.259999999998
P160,Product 160,202407,356.0,81.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-07-01,2024,202407,2610.63,291.92,942.0,374.0,78.0,275.0,2.518716577540107,78.0,78.0,8863.25
P160,Product 160,202408,276.0,80.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-08-01,2024,202408,2578.4,226.32,950.0,352.0,79.0,196.0,2.6988636363636362,79.0,79.0,6317.079999999999
P160,Product 160,202409,201.0,75.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-09-01,2024,202409,2417.25,164.82,936.0,331.0,78.0,126.0,2.8277945619335347,78.0,78.0,4060.9799999999996
P160,Product 160,202410,137.0,64.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-10-01,2024,202410,2062.72,112.34,918.0,312.0,76.0,73.0,2.9423076923076925,76.0,76.0,2352.79
P160,Product 160,202411,67.0,70.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-11-01,2024,202411,2256.1,54.94,900.0,294.0,75.0,-3.0,3.061224489795918,75.0,75.0,-96.69
P160,Product 160,202412,544.0,84.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2024-12-01,2024,202412,2707.32,446.08,905.0,323.0,75.0,460.0,2.801857585139319,75.0,75.0,14825.8
P160,Product 160,202501,475.0,69.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-01-01,2025,202501,2223.87,389.5,878.0,354.0,73.0,406.0,2.480225988700565,73.0,73.0,13085.38
P160,Product 160,202502,407.0,68.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-02-01,2025,202502,2191.64,333.74,864.0,386.0,72.0,339.0,2.238341968911917,72.0,72.0,10925.97
P160,Product 160,202503,328.0,79.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-03-01,2025,202503,2546.17,268.96,874.0,360.0,73.0,249.0,2.4277777777777776,73.0,73.0,8025.2699999999995
P160,Product 160,202504,269.0,59.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-04-01,2025,202504,1901.57,220.58,869.0,334.0,72.0,210.0,2.6017964071856285,72.0,72.0,6768.299999999999
P160,Product 160,202505,170.0,99.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-05-01,2025,202505,3190.77,139.4,903.0,306.0,75.0,71.0,2.950980392156863,75.0,75.0,2288.33
P160,Product 160,202506,98.0,72.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-06-01,2025,202506,2320.56,80.36,900.0,277.0,75.0,26.0,3.2490974729241877,75.0,75.0,837.9799999999999
P160,Product 160,202507,23.0,75.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-07-01,2025,202507,2417.25,18.86,894.0,250.0,74.0,-52.0,3.576,74.0,74.0,-1675.9599999999998
P160,Product 160,202508,619.0,65.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-08-01,2025,202508,2094.95,507.58,879.0,278.0,73.0,554.0,3.161870503597122,73.0,73.0,17855.42
P160,Product 160,202509,550.0,69.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-09-01,2025,202509,2223.87,451.0,873.0,307.0,73.0,481.0,2.8436482084690553,73.0,73.0,15502.63
P160,Product 160,202510,464.0,86.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-10-01,2025,202510,2771.78,380.48,895.0,334.0,75.0,378.0,2.679640718562874,75.0,75.0,12182.939999999999
P160,Product 160,202511,382.0,82.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-11-01,2025,202511,2642.86,313.24,907.0,361.0,76.0,300.0,2.512465373961219,76.0,76.0,9668.999999999998
P160,Product 160,202512,320.0,62.0,0.82,16,1,1.0,32.23,937,618,874,30199.51,19918.14,28169.02,32.23,2025-12-01,2025,202512,1998.26,262.4,885.0,342.0,74.0,258.0,2.587719298245614,74.0,74.0,8315.339999999998
P161,Product 161,202301,129.0,33.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-01-01,2023,202301,866.91,85.14,,,,96.0,,,,2521.92
P161,Product 161,202302,104.0,25.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-02-01,2023,202302,656.75,68.64,,,,79.0,,,,2075.33
P161,Product 161,202303,82.0,22.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-03-01,2023,202303,577.94,54.12,,,,60.0,,,,1576.2
P161,Product 161,202304,56.0,26.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-04-01,2023,202304,683.02,36.96,,,,30.0,,,,788.1
P161,Product 161,202305,18.0,38.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-05-01,2023,202305,998.26,11.88,,,,-20.0,,,,-525.4
P161,Product 161,202306,164.0,30.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-06-01,2023,202306,788.1,108.24,,,,134.0,,,,3520.18
P161,Product 161,202307,130.0,34.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-07-01,2023,202307,893.18,85.8,,,,96.0,,,,2521.92
P161,Product 161,202308,100.0,30.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-08-01,2023,202308,788.1,66.0,,,,70.0,,,,1838.8999999999999
P161,Product 161,202309,70.0,30.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-09-01,2023,202309,788.1,46.2,,,,40.0,,,,1050.8
P161,Product 161,202310,40.0,30.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-10-01,2023,202310,788.1,26.4,,,,10.0,,,,262.7
P161,Product 161,202311,6.0,34.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-11-01,2023,202311,893.18,3.96,,,,-28.0,,,,-735.56
P161,Product 161,202312,171.0,26.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2023-12-01,2023,202312,683.02,112.86,358.0,89.0,30.0,145.0,4.022471910112359,30.0,27.0,3809.15
P161,Product 161,202401,142.0,29.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-01-01,2024,202401,761.83,93.72,354.0,90.0,30.0,113.0,3.933333333333333,30.0,27.0,2968.5099999999998
P161,Product 161,202402,112.0,30.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-02-01,2024,202402,788.1,73.92,359.0,91.0,30.0,82.0,3.9450549450549453,30.0,27.0,2154.14
P161,Product 161,202403,81.0,31.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-03-01,2024,202403,814.37,53.46,368.0,91.0,31.0,50.0,4.043956043956044,31.0,28.0,1313.5
P161,Product 161,202404,48.0,33.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-04-01,2024,202404,866.91,31.68,375.0,90.0,31.0,15.0,4.166666666666667,31.0,28.0,394.05
P161,Product 161,202405,23.0,25.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-05-01,2024,202405,656.75,15.18,362.0,91.0,30.0,-2.0,3.978021978021978,30.0,27.0,-52.54
P161,Product 161,202406,173.0,31.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-06-01,2024,202406,814.37,114.18,363.0,91.0,30.0,142.0,3.989010989010989,30.0,27.0,3730.34
P161,Product 161,202407,139.0,34.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-07-01,2024,202407,893.18,91.74,363.0,92.0,30.0,105.0,3.9456521739130435,30.0,27.0,2758.35
P161,Product 161,202408,106.0,33.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-08-01,2024,202408,866.91,69.96,366.0,93.0,30.0,73.0,3.935483870967742,30.0,27.0,1917.71
P161,Product 161,202409,85.0,21.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-09-01,2024,202409,551.67,56.1,357.0,94.0,30.0,64.0,3.797872340425532,30.0,27.0,1681.28
P161,Product 161,202410,59.0,26.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-10-01,2024,202410,683.02,38.94,353.0,95.0,29.0,33.0,3.7157894736842105,29.0,26.0,866.91
P161,Product 161,202411,28.0,31.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-11-01,2024,202411,814.37,18.48,350.0,97.0,29.0,-3.0,3.6082474226804124,29.0,26.0,-78.81
P161,Product 161,202412,155.0,33.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2024-12-01,2024,202412,866.91,102.3,357.0,96.0,30.0,122.0,3.71875,30.0,27.0,3204.94
P161,Product 161,202501,128.0,27.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-01-01,2025,202501,709.29,84.48,355.0,95.0,30.0,101.0,3.736842105263158,30.0,27.0,2653.27
P161,Product 161,202502,101.0,27.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-02-01,2025,202502,709.29,66.66,352.0,94.0,29.0,74.0,3.74468085106383,29.0,26.0,1943.98
P161,Product 161,202503,69.0,32.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-03-01,2025,202503,840.64,45.54,353.0,93.0,29.0,37.0,3.795698924731183,29.0,26.0,971.99
P161,Product 161,202504,48.0,21.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-04-01,2025,202504,551.67,31.68,341.0,93.0,28.0,27.0,3.6666666666666665,28.0,25.0,709.29
P161,Product 161,202505,35.0,13.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-05-01,2025,202505,341.51,23.1,329.0,94.0,27.0,22.0,3.5,27.0,25.0,577.9399999999999
P161,Product 161,202506,140.0,31.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-06-01,2025,202506,814.37,92.4,329.0,91.0,27.0,109.0,3.6153846153846154,27.0,25.0,2863.43
P161,Product 161,202507,111.0,29.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-07-01,2025,202507,761.83,73.26,324.0,89.0,27.0,82.0,3.640449438202247,27.0,25.0,2154.14
P161,Product 161,202508,84.0,27.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-08-01,2025,202508,709.29,55.44,318.0,87.0,26.0,57.0,3.6551724137931036,26.0,24.0,1497.3899999999999
P161,Product 161,202509,55.0,29.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-09-01,2025,202509,761.83,36.3,326.0,84.0,27.0,26.0,3.880952380952381,27.0,25.0,683.02
P161,Product 161,202510,28.0,27.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-10-01,2025,202510,709.29,18.48,327.0,82.0,27.0,1.0,3.9878048780487805,27.0,25.0,26.27
P161,Product 161,202511,171.0,26.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-11-01,2025,202511,683.02,112.86,322.0,94.0,27.0,145.0,3.425531914893617,27.0,25.0,3809.15
P161,Product 161,202512,146.0,25.0,0.66,20,1,1.1,26.27,324,363,279,8511.48,9536.01,7329.33,26.27,2025-12-01,2025,202512,656.75,96.36,314.0,93.0,26.0,121.0,3.3763440860215055,26.0,24.0,3178.67
P162,Product 162,202301,159.0,82.0,0.24,20,2,0.7,14.98,932,843,784,13961.36,12628.14,11744.32,14.98,2023-01-01,2023,202301,1228.36,38.16,,,,77.0,,,,1153.46
P162,Product 162,202302,87.0,72.0,0.24,20,2,0.7,14.98,932,843,784,13961.36,12628.14,11744.32,14.98,2023-02-01,2023,202302,1078.56,20.88,,,,15.0,,,,224.70000000000002
P162,Product 162,202303,285.0,70.0,0.24,20,2,0.7,14.98,932,843,784,13961.36,12628.14,11744.32,14.98,2023-03-01,2023,202303,1048.6,68.4,,,,215.0,,,,3220.7000000000003
P162,Product 162,202304,201.0,84.0,0.24,20,2,0.7,14.98,932,843,784,13961.36,12628.14,11744.32,14.98,2023-04-01,2023,202304,1258.32,48.24,,,,117.0,,,,1752.66
P162,Product 162,202305,135.0,66.0,0.24,20,2,0.7,14.98,932,843,784,13961.36,12628.14,11744.32,14.98,2023-05-01,2023,202305,988.68,32.4,,,,69.0,,,,1033.6200000000001
